,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,
28,9.209824,2.516549,4.542486,1.515078,10.56019,8.859482,1.049522,2.031049,2.597564,5.795494,9.197112,8.461593,1.108007,7.202583,2.300227,9.044666,9.412947,9.673244,2.910835,1.508078,1.149255,0.784596,9.883062,9.105916,4.220152,8.571236,1.871928,0,2.600231,6.952906,6.252859,2.730404,6.032887,5.627599,3.650684,6.171767,0.8981276,9.6756,1.405231,3.214602,3.13287,6.983934,7.067145,3.554364,6.655078,1.276699,6.485532,7.996683,5.038631,7.044485,3.691764,7.85974,10.76268,9.50562,4.917725,8.551886,4.788124,5.643157,9.747759,2.967097,3.325986,6.784155,3.262603,9.065377,4.498991,6.463187,8.701347,2.445973,4.555475,3.460156,1.302775,5.195654,5.316032,4.774074,2.5245,9.148877,6.881449,6.723743,0.7002833,9.632318,2.81412,4.595062,6.517046,10.18432,6.796391,1.163328,9.792936,3.080492,7.391374,10.34693,3.003754,3.354832,7.54786,8.690971,4.852654,3.985106,6.017771,5.364516,2.460949,10.74007,
29,7.245286,0.7876848,3.23514,1.823992,7.974634,6.259454,2.219648,2.370571,2.110424,4.016839,7.427304,6.273599,1.859943,6.081282,2.647761,6.897733,7.810094,7.38255,2.539397,3.317883,3.30523,2.039839,7.34481,6.515877,1.62212,6.317747,1.705641,2.600231,0,4.537761,3.902807,1.857912,3.453142,4.954,2.599164,5.332842,3.268558,8.167128,2.248426,4.951508,2.205023,5.270401,5.240182,4.685585,4.137566,1.324833,4.136272,5.56218,2.558061,5.338304,1.918168,6.714187,8.186984,7.042818,2.929012,5.951654,2.882195,4.001142,7.886632,4.183457,1.46147,4.184134,3.745968,6.55123,4.758762,4.013506,6.685994,0.4034942,3.453743,4.409299,1.760956,3.572775,3.603782,2.21582,3.46266,6.949939,4.310765,4.237773,2.857904,7.034783,4.747401,4.532589,4.973377,7.888092,4.504755,3.555842,7.22884,4.279793,5.899652,8.468549,3.05825,3.518939,4.980698,6.132824,2.731008,3.578769,3.486834,4.359597,0.6949793,8.15046,
30,3.365719,4.436398,3.553894,5.630411,4.031666,2.976908,6.7543,5.632452,4.897544,2.412187,3.954214,2.036711,6.391438,4.535976,5.667052,2.671143,4.629564,2.898627,6.650058,7.042671,7.261268,6.224792,3.080501,2.812699,3.256201,1.936891,6.177142,6.952906,4.537761,0,0.7475969,5.975683,1.629197,4.901135,6.198318,4.74846,7.370654,5.118,6.779293,8.104036,4.385239,2.755224,2.427625,7.27403,3.385977,5.762516,0.5543962,1.044806,3.580137,2.80078,3.432697,4.853534,4.124892,2.559825,5.033173,2.822096,5.184555,2.753432,4.133131,7.062644,5.017599,2.146298,6.092353,2.216102,6.255661,0.5472189,2.789266,4.869365,3.884442,6.912579,5.749715,2.862693,2.655303,3.262901,6.431612,2.618147,1.270638,0.5216212,7.34725,3.437614,8.152924,5.710338,3.100239,3.389837,0.6343563,7.619605,3.130159,7.101865,3.602563,4.606666,5.440546,7.641236,3.163643,2.100268,4.702066,7.326042,3.201715,4.123561,4.494013,4.251782,
31,3.608999,3.738925,2.84208,4.903734,4.761158,3.584609,6.104715,4.888497,4.151877,1.82855,4.057143,2.428283,5.739728,4.151303,4.919958,3.070184,4.658139,3.479765,6.134474,6.301458,6.527608,5.513721,3.827688,3.4925,2.769073,2.427135,5.576078,6.252859,3.902807,0.7475969,0,5.44553,1.533754,4.300906,5.757311,4.210775,6.644571,5.121956,6.15123,7.358092,3.637714,2.465291,2.19525,6.53758,3.469981,5.086338,0.2345222,1.773911,3.314795,2.522766,2.690979,4.549919,4.864827,3.289093,4.758579,3.390838,4.889928,2.1526,4.345058,6.318219,4.529366,2.345641,5.354211,2.963653,5.558777,0.52812,3.021196,4.254469,3.183661,6.176383,5.030957,2.191751,1.99056,2.917864,5.684456,3.081149,1.592088,0.8454154,6.671662,4.115084,7.405327,5.02315,2.676005,3.985504,0.6326331,6.889875,3.867842,6.358629,3.329091,4.870708,4.696147,7.136874,3.464196,2.81668,4.420669,6.887862,3.149227,3.503504,3.802602,4.978477,
32,8.950654,2.563215,5.088733,2.982124,8.883076,7.042902,1.75177,3.695588,3.72281,5.835809,9.200999,7.871511,1.624205,7.938582,4.020119,8.51074,9.621436,8.8739,0.7019003,4.061749,3.826085,2.688954,8.456906,7.430198,2.723376,7.86471,0.8585177,2.730404,1.857912,5.975683,5.44553,0,4.585107,6.760863,0.9557997,7.167189,3.622813,9.993313,1.475333,5.827103,3.962254,7.083151,7.02567,5.887481,4.479597,1.912085,5.668427,6.933039,2.940853,7.151708,3.775472,8.572099,9.145212,8.325966,2.311249,6.722382,2.149637,5.842453,9.625704,5.318201,1.019959,5.015507,5.17698,7.745705,6.322182,5.429115,8.376395,1.46233,5.293305,5.683687,2.779831,5.421261,5.441415,2.926134,4.676902,8.526004,5.425629,5.581071,2.502199,7.856571,5.484889,6.189382,6.816323,9.364869,6.074628,3.893648,8.25875,5.428435,7.741592,10.1952,4.594226,1.708302,5.47454,7.216299,2.340782,1.736424,3.924808,6.201613,2.455611,9.027084,
33,4.9852,3.61217,3.78252,4.926319,4.527344,2.893057,5.632713,5.132648,4.475081,3.179996,5.52591,3.665179,5.286245,5.615731,5.259093,4.296474,6.161184,4.42195,5.223573,6.446589,6.567078,5.388109,3.916862,3.076596,1.911639,3.545441,4.930592,6.032887,3.453142,1.629197,1.533754,4.585107,0,5.506793,4.679552,5.52414,6.605589,6.634287,5.59081,7.783395,4.082428,3.98846,3.728075,7.135744,1.952236,4.769228,1.638298,2.411156,1.966215,4.047911,3.057809,6.052871,4.734057,3.74259,3.41267,2.609237,3.570002,3.454383,5.747477,6.804971,3.581287,1.006878,5.966074,3.167073,6.443818,1.153196,4.403455,3.705657,4.150856,6.786171,4.9807,3.341844,3.177111,1.712531,6.103403,4.227482,0.8629043,1.12455,6.306859,3.6246,7.729789,5.964759,4.139585,4.884205,2.045393,6.879635,3.778339,6.867722,4.849487,6.232468,5.237964,6.186163,2.139251,2.688995,3.0852,5.794027,1.621658,4.695588,3.634948,4.708976,
34,4.859531,4.200884,1.878661,4.216301,8.796319,7.868822,6.206545,3.597755,3.165426,2.489939,4.416389,4.938645,5.918655,1.755896,3.334232,5.236538,4.30896,6.217516,7.389373,4.637931,5.088692,4.919174,7.692664,7.702981,5.292526,5.243937,6.305971,5.627599,4.954,4.901135,4.300906,6.760863,5.506793,0,7.553165,0.598517,5.389597,4.413108,6.472362,4.59255,2.807398,2.704837,3.028909,3.472612,7.354703,5.185689,4.392224,5.622447,6.431236,2.719442,3.182566,2.363167,8.813972,6.874002,7.517152,7.688618,7.54663,2.152786,5.069428,3.646894,6.363821,6.490707,2.678102,6.864069,1.909008,4.824946,4.595364,5.320071,1.557155,3.180655,4.468113,2.166711,2.343203,5.907811,3.457258,5.483217,5.867045,5.145945,6.309974,8.326262,4.913145,1.387961,2.08922,6.652424,4.309767,5.480446,7.871136,3.608007,2.471936,5.626173,2.639657,8.282214,7.636246,6.953808,7.221425,8.497149,6.827597,0.8115413,4.307516,9.02557,
35,9.341967,3.364407,5.808338,3.921622,8.717092,6.846611,2.633523,4.627161,4.600711,6.401346,9.669615,8.175419,2.555226,8.625402,4.948731,8.819324,10.1433,9.079645,0.9037848,5.013349,4.765057,3.644494,8.415801,7.295571,2.99094,8.127345,1.790409,3.650684,2.599164,6.198318,5.757311,0.9557997,4.679552,7.553165,0,7.924868,4.54797,10.54075,2.315831,6.778747,4.786475,7.625029,7.528717,6.839741,4.165222,2.863679,5.965858,7.085931,2.811726,7.69401,4.463955,9.242943,9.003161,8.393953,1.750121,6.528152,1.554145,6.450344,10.04865,6.27224,1.280686,4.920956,6.10456,7.767984,7.228355,5.65449,8.758048,2.242949,6.04533,6.63096,3.726568,6.052199,6.045704,2.967078,5.625325,8.803128,5.46804,5.754566,3.346365,7.661834,6.42918,7.067232,7.41965,9.553695,6.389237,4.812003,8.172608,6.382173,8.336089,10.60006,5.498888,1.588794,5.182184,7.183299,1.908117,1.130765,3.702347,6.947201,3.260934,8.841188,
36,4.360259,4.605079,2.137993,4.732869,8.538617,7.724995,6.709245,4.141047,3.660645,2.384067,3.867595,4.559247,6.40982,1.159704,3.890446,4.804567,3.725268,5.807802,7.813111,5.222724,5.669027,5.44799,7.408099,7.514394,5.514737,4.88197,6.758121,6.171767,5.332842,4.74846,4.210775,7.167189,5.52414,0.598517,7.924868,0,5.965006,3.817648,6.962467,5.18456,3.254315,2.323973,2.671745,4.060966,7.422789,5.665908,4.271661,5.382622,6.614573,2.326133,3.486737,1.765787,8.534313,6.554991,7.773346,7.565354,7.816758,2.077331,4.523925,4.244967,6.706169,6.481759,3.274643,6.60077,2.48097,4.738882,4.139036,5.712141,1.87966,3.774549,4.982598,2.214904,2.355777,6.093484,4.049439,5.064326,5.79984,5.045816,6.847074,8.13283,5.510259,1.978611,1.74881,6.223268,4.13269,6.0631,7.615048,4.205229,1.956856,5.069781,3.204772,8.728637,7.625682,6.746916,7.466442,8.901937,6.929633,0.983089,4.713134,8.769154,
37,9.354738,2.999118,4.593668,1.740844,11.11848,9.475624,1.941278,1.946614,2.657181,5.946045,9.256419,8.726269,1.998615,7.057572,2.113727,9.280046,9.399916,9.980027,3.804731,0.8204532,0.3458532,1.231642,10.37504,9.67951,4.880088,8.869451,2.765212,0.8981276,3.268558,7.370654,6.644571,3.622813,6.605589,5.389597,4.54797,5.965006,0,9.620945,2.292139,2.361261,3.225927,7.06761,7.194597,2.853006,7.393817,2.005141,6.871852,8.413615,5.790182,7.123492,3.981683,7.705383,11.30151,9.929935,5.773671,9.175346,5.651847,5.748049,9.838452,2.285808,4.166296,7.419593,2.819504,9.537433,4.016956,6.911829,8.877548,3.189166,4.534165,2.826542,1.634344,5.316027,5.463247,5.482085,2.019387,9.410065,7.433237,7.194636,1.411727,10.22836,1.933506,4.214002,6.549562,10.48958,7.144597,0.2904015,10.31757,2.394185,7.377102,10.43765,2.765438,4.196245,8.24917,9.213306,5.68996,4.862907,6.747096,5.254674,2.970938,11.30727,
38,2.137185,7.611651,5.151576,8.166409,7.412794,7.485545,10.00642,7.701468,7.07804,4.157549,1.269407,3.427264,9.66499,2.657944,7.507353,3.090663,0.5038152,3.963352,10.69077,8.934126,9.353158,8.903971,6.243292,7.009723,7.637708,3.755474,9.819897,9.6756,8.167128,5.118,5.121956,9.993313,6.634287,4.413108,10.54075,3.817648,9.620945,0,10.19221,9.001211,6.553778,2.916572,3.031335,7.874863,8.499747,8.905733,4.996212,4.99119,8.403845,2.847629,6.2846,2.104318,7.250268,5.286467,9.817796,7.481874,9.929091,4.173272,1.580081,8.057251,9.260324,7.263247,7.063051,5.738574,6.281166,5.492744,2.523567,8.570457,5.121127,7.59217,8.396797,4.614992,4.565047,7.961457,7.809035,3.370684,6.380873,5.628465,10.30213,7.506834,9.325716,5.795784,3.21372,4.101608,4.594874,9.755132,6.625219,8.020591,2.298832,1.784036,6.874984,11.68315,8.225409,6.250756,9.479742,11.63794,8.255642,4.369543,7.714799,7.625858,
39,9.438191,2.600274,5.068862,2.288174,10.04852,8.255411,0.359034,2.990145,3.307252,6.111521,9.556008,8.513037,0.5537314,7.888361,3.310323,9.132204,9.874187,9.630977,1.516902,2.886142,2.554159,1.699263,9.507616,8.584511,3.681276,8.564343,0.7068967,1.405231,2.248426,6.779293,6.15123,1.475333,5.59081,6.472362,2.315831,6.962467,2.292139,10.19221,0,4.617589,3.726678,7.357269,7.372301,4.883832,5.817852,1.30332,6.384657,7.795663,4.218399,7.422936,3.933001,8.543675,10.28632,9.260852,3.77901,7.937718,3.622485,6.03421,10.05025,4.295647,2.316393,6.1833,4.411865,8.740686,5.635823,6.249282,8.890527,1.912479,5.178356,4.747089,2.037145,5.585624,5.659793,4.080392,3.760653,9.192125,6.453255,6.458832,1.033806,9.057744,4.218639,5.631399,6.979451,10.13644,6.7517,2.536389,9.356798,4.409471,7.895015,10.64037,3.986646,1.996765,6.781251,8.277731,3.781995,2.581082,5.220691,6.0617,2.503493,10.20882,
40,9.270905,4.373465,4.691456,3.127803,12.09375,10.65723,4.259521,2.684733,3.308552,6.110096,8.951671,8.987096,4.241826,6.343828,2.524969,9.438196,8.898705,10.29988,6.106103,1.76544,2.066479,3.151597,11.18376,10.73534,6.387943,9.211975,4.99387,3.214602,4.951508,8.104036,7.358092,5.827103,7.783395,4.59255,6.778747,5.18456,2.361261,9.001211,4.617589,0,3.74631,6.957178,7.188621,1.132936,8.988811,3.980335,7.555757,9.090969,7.479413,6.996556,4.760802,6.921297,12.21728,10.56749,7.780279,10.38626,7.689902,5.817287,9.591392,1.056825,6.170669,8.724272,2.10006,10.31792,2.73889,7.752593,8.898184,5.029893,4.458301,1.414248,3.221447,5.477694,5.673872,7.070839,1.68738,9.630949,8.51345,8.075826,3.771697,11.33275,0.5130962,3.205965,6.349072,10.78764,7.712522,2.18131,11.21847,1.044679,6.986386,10.16798,2.667714,6.55529,9.709874,10.14205,7.634659,7.198656,8.336747,4.826473,4.40219,12.30366,
41,6.131672,1.423509,1.409672,1.617999,8.34995,6.927514,3.496589,1.307952,0.5691031,2.720119,6.071586,5.52845,3.178273,4.164102,1.286285,6.065692,6.281434,6.805664,4.58258,2.727984,3.032411,2.354082,7.463515,6.989912,3.014549,5.694983,3.505151,3.13287,2.205023,4.385239,3.637714,3.962254,4.082428,2.807398,4.786475,3.254315,3.225927,6.553778,3.726678,3.74631,0,3.86403,3.973169,3.055557,5.515271,2.423926,3.846048,5.39734,4.205038,3.922762,1.026065,4.820786,8.480016,6.898839,5.000938,6.664764,4.990843,2.530804,6.635069,2.734387,3.659012,5.057001,1.900687,6.600863,2.651835,4.011008,5.651655,2.543527,1.457843,2.709996,1.843457,2.092664,2.237348,3.713158,2.060272,6.207335,4.777581,4.331638,3.748382,7.589711,3.768511,2.352174,3.38427,7.311475,4.049532,3.42542,7.481026,2.791221,4.262533,7.23484,1.160002,5.478803,6.108119,6.398977,4.747211,5.696714,4.888548,2.335291,1.525736,8.55872,
42,2.327131,4.758487,2.473963,5.471859,6.266206,5.643661,7.198552,5.121632,4.424043,1.25423,2.21527,2.239603,6.84643,1.80627,4.992807,2.5447,2.540121,3.51298,7.782267,6.4771,6.842925,6.199971,5.114295,5.349455,4.745018,2.558121,6.944211,6.983934,5.270401,2.755224,2.465291,7.083151,3.98846,2.704837,7.625029,2.323973,7.06761,2.916572,7.357269,6.957178,3.86403,0,0.3630108,5.912509,5.934033,6.09533,2.419128,3.166482,5.589179,0.06898141,3.424691,2.102757,6.240901,4.239846,6.966021,5.53198,7.065272,1.341936,2.772124,5.919481,6.344436,4.794461,4.867691,4.333643,4.500968,2.94216,1.946765,5.672665,2.575056,5.573088,5.682578,1.792228,1.698147,5.119364,5.49065,2.781941,3.976992,3.178705,7.566438,5.952011,7.172186,3.930263,0.6270203,3.953973,2.125473,7.244358,5.349158,5.915319,0.8642649,3.371804,4.46542,8.778691,5.883472,4.561212,6.630407,8.721405,5.582867,2.166415,4.85786,6.49715,
43,2.160554,4.772999,2.616412,5.562886,5.904021,5.291137,7.229781,5.254411,4.539621,1.274254,2.188385,1.910408,6.873018,2.163266,5.145502,2.26336,2.615615,3.202376,7.726991,6.632641,6.98281,6.282618,4.753999,4.989833,4.606947,2.217366,6.930652,7.067145,5.240182,2.427625,2.19525,7.02567,3.728075,3.028909,7.528717,2.671745,7.194597,3.031335,7.372301,7.188621,3.973169,0.3630108,0,6.163056,5.662575,6.129781,2.126427,2.80511,5.395735,0.3887666,3.445783,2.427205,5.880768,3.885052,6.794744,5.184829,6.90206,1.447813,2.688202,6.14323,6.250557,4.499642,5.091479,3.970918,4.78816,2.649804,1.71743,5.639474,2.760684,5.818346,5.764424,1.880631,1.751159,4.940423,5.684692,2.483811,3.666711,2.869162,7.630052,5.591035,7.384817,4.215049,0.9398572,3.657038,1.805077,7.381935,4.986529,6.144428,1.175093,3.285,4.650455,8.72896,5.57394,4.200693,6.457376,8.636055,5.33669,2.444952,4.868823,6.134969,
44,8.208772,3.995911,3.764093,2.948217,11.29818,9.959441,4.529866,2.315416,2.742984,5.148847,7.856538,8.001842,4.420459,5.218939,2.047786,8.423981,7.781519,9.316866,6.281562,2.063618,2.509749,3.233904,10.33711,9.984728,5.945918,8.245282,5.114893,3.554364,4.685585,7.27403,6.53758,5.887481,7.135744,3.472612,6.839741,4.060966,2.853006,7.874863,4.883832,1.132936,3.055557,5.912509,6.163056,0,8.519022,3.976087,6.72019,8.225192,7.099526,5.947982,4.07804,5.790831,11.39883,9.671136,7.60534,9.704658,7.542319,4.838178,8.50113,0.5888091,6.043868,8.112534,1.1857,9.470778,1.605962,6.968879,7.859019,4.851492,3.490296,0.361581,3.119411,4.535518,4.739338,6.646649,1.232005,8.629571,7.807331,7.300093,4.209766,10.59492,1.533259,2.084688,5.295196,9.795444,6.834778,2.774886,10.40385,0.4749393,5.892265,9.072145,1.897781,6.878124,9.155936,9.349888,7.416578,7.421065,7.877873,3.757768,4.050175,11.5142,
45,6.706536,4.617182,5.545033,5.91048,4.597935,2.723734,5.975418,6.309816,5.776589,5.114923,7.338062,5.318995,5.688299,7.564908,6.51134,5.905294,8.01405,5.771609,4.950178,7.439117,7.442676,6.172668,4.484924,3.240134,2.600902,5.116945,5.110956,6.655078,4.137566,3.385977,3.469981,4.479597,1.952236,7.354703,4.165222,7.422789,7.393817,8.499747,5.817852,8.988811,5.515271,5.934033,5.662575,8.519022,0,5.400052,3.543401,3.816766,1.619039,5.992247,4.555234,8.004827,4.904621,4.720563,2.469843,2.414423,2.670875,5.372993,7.480021,8.103595,3.509377,1.269607,7.40609,4.01664,8.073755,3.026019,6.146596,4.213983,5.909896,8.191557,5.885062,5.214001,5.067067,1.929528,7.374512,5.771326,2.150872,2.871549,6.730718,3.528734,8.840161,7.646626,6.090225,6.157109,3.916547,7.683134,4.167564,8.183542,6.796831,7.911062,6.659617,5.752169,1.01717,3.335833,2.258461,5.128237,0.6539065,6.550335,4.595189,4.704719,
46,8.2284,1.379937,3.770523,1.09506,9.294729,7.584144,1.103607,1.820799,2.022958,4.859915,8.303913,7.376387,0.7605971,6.585046,2.149057,7.980362,8.597644,8.546264,2.365694,2.23438,2.104482,0.8409051,8.641729,7.837721,2.943494,7.457443,1.193023,1.276699,1.324833,5.762516,5.086338,1.912085,4.769228,5.185689,2.863679,5.665908,2.005141,8.905733,1.30332,3.980335,2.423926,6.09533,6.129781,3.976087,5.400052,0,5.320715,6.800902,3.790013,6.159905,2.684741,7.240433,9.50267,8.29964,3.826474,7.275971,3.723182,4.762554,8.816216,3.409694,2.208722,5.507845,3.298788,7.834985,4.482924,5.256433,7.694232,1.187013,3.875074,3.772858,0.8738714,4.311911,4.397861,3.504374,2.765564,8.061654,5.622653,5.502401,1.585604,8.359341,3.687872,4.416607,5.696471,9.056074,5.657506,2.295542,8.538732,3.519161,6.607098,9.41046,2.778806,3.139952,6.278412,7.439283,3.714153,3.520833,4.757554,4.759191,1.298921,9.472276,
47,3.422659,3.972249,3.001098,5.131151,4.585795,3.477066,6.339054,5.105238,4.366246,1.904476,3.903377,2.211744,5.974103,4.148059,5.130393,2.855051,4.524797,3.246567,6.355592,6.520768,6.751818,5.744891,3.628121,3.349696,2.981753,2.199173,5.807405,6.485532,4.136272,0.5543962,0.2345222,5.668427,1.638298,4.392224,5.965858,4.271661,6.871852,4.996212,6.384657,7.555757,3.846048,2.419128,2.126427,6.72019,3.543401,5.320715,0,1.554503,3.481525,2.472813,2.911242,4.517858,4.678648,3.066713,4.931249,3.29944,5.067403,2.239473,4.167288,6.512554,4.745094,2.375775,5.538972,2.762161,5.707324,0.5236977,2.834784,4.486616,3.334219,6.358706,5.260621,2.320439,2.114729,3.10166,5.88643,2.857691,1.571053,0.7826456,6.905993,3.974206,7.611139,5.164919,2.682855,3.751837,0.4313571,7.115782,3.684402,6.550757,3.282392,4.683241,4.890656,7.356719,3.470264,2.650953,4.594261,7.096618,3.259934,3.604213,4.0364,4.805565,
48,2.987813,5.480347,4.469987,6.673021,3.175502,2.550439,7.781383,6.659734,5.920523,3.191841,3.741493,1.587868,7.419891,4.965768,6.682729,2.112395,4.487623,2.020696,7.593552,8.074668,8.300715,7.269594,2.118552,2.189992,4.211127,1.323838,7.179688,7.996683,5.56218,1.044806,1.773911,6.933039,2.411156,5.622447,7.085931,5.382622,8.413615,4.99119,7.795663,9.090969,5.39734,3.166482,2.80511,8.225192,3.816766,6.800902,1.554503,0,4.362426,3.193052,4.464462,5.161908,3.214791,1.5164,5.787843,2.50529,5.955326,3.535556,3.752984,8.042692,5.951484,2.555381,7.051406,1.258897,7.121208,1.548796,2.484056,5.883323,4.777388,7.863779,6.794085,3.729858,3.520518,4.120157,7.429536,1.956997,1.72391,1.352473,8.384499,2.786119,9.158417,6.561576,3.648941,2.473535,1.392058,8.661212,2.250959,8.076644,3.927999,4.129961,6.423326,8.571898,3.315585,1.39747,5.469502,8.203769,3.798234,4.888781,5.536995,3.40408,
49,6.898249,3.119442,4.554855,4.365748,5.953374,4.103666,4.363069,4.827876,4.372148,4.528959,7.371161,5.614415,4.070961,6.988282,5.059359,6.251132,7.953792,6.380668,3.48584,5.875534,5.852773,4.576859,5.604767,4.510664,1.193124,5.508748,3.512614,5.038631,2.558061,3.580137,3.314795,2.940853,1.966215,6.431236,2.811726,6.614573,5.790182,8.403845,4.218399,7.479413,4.205038,5.589179,5.395735,7.099526,1.619039,3.790013,3.481525,4.362426,0,5.655239,3.356217,7.518291,6.225124,5.601803,1.45468,3.783067,1.604982,4.706448,7.648108,6.64521,1.93557,2.113137,6.040561,4.962471,6.844059,3.066431,6.311402,2.603005,4.896152,6.789816,4.318252,4.431334,4.335597,0.5234281,5.914139,6.191075,2.685193,3.088014,5.114882,4.918424,7.29842,6.479273,5.577571,6.834261,3.91131,6.080179,5.369624,6.732589,6.410973,8.155465,5.300226,4.379486,2.562862,4.371572,1.121952,3.890792,1.002352,5.66641,3.081078,6.091925,
50,2.281839,4.824474,2.529925,5.531917,6.282319,5.67879,7.263225,5.177223,4.481855,1.32182,2.15343,2.233522,6.911437,1.774504,5.04588,2.52242,2.471999,3.498523,7.850757,6.529409,6.897248,6.260687,5.126955,5.378448,4.813426,2.556931,7.011356,7.044485,5.338304,2.80078,2.522766,7.151708,4.047911,2.719442,7.69401,2.326133,7.123492,2.847629,7.422936,6.996556,3.922762,0.06898141,0.3887666,5.947982,5.992247,6.159905,2.472813,3.193052,5.655239,0,3.490628,2.053916,6.253187,4.246737,7.033377,5.570245,7.132979,1.403945,2.715211,5.96064,6.413416,4.848534,4.909179,4.35175,4.527422,2.9962,1.913642,5.740636,2.624871,5.60985,5.74346,1.854737,1.763388,5.186217,5.537328,2.764143,4.027585,3.229249,7.628656,5.979121,7.215196,3.957706,0.655036,3.934797,2.172759,7.298911,5.366746,5.95541,0.8096225,3.314707,4.513939,8.847022,5.934525,4.589044,6.697665,8.790336,5.644346,2.197444,4.924024,6.513236,
51,5.549614,1.333865,1.351233,2.2502,7.350447,5.903125,3.783998,2.20135,1.476348,2.179276,5.624654,4.773456,3.427665,4.16907,2.259903,5.352915,5.949416,6.005483,4.456623,3.610508,3.845498,2.918076,6.49544,5.976051,2.171835,4.897161,3.53546,3.691764,1.918168,3.432697,2.690979,3.775472,3.057809,3.182566,4.463955,3.486737,3.981683,6.2846,3.933001,4.760802,1.026065,3.424691,3.445783,4.07804,4.555234,2.684741,2.911242,4.464462,3.356217,3.490628,0,4.797844,7.491045,5.977954,4.34074,5.6391,4.365245,2.111953,6.131512,3.75839,3.224465,4.037572,2.912338,5.638477,3.523968,3.02403,5.024559,2.318407,1.62781,3.729426,2.409731,1.670677,1.728745,2.842076,3.073483,5.460466,3.754704,3.33655,4.208951,6.571972,4.756927,3.12821,3.075034,6.516011,3.164563,4.216235,6.492977,3.816726,4.000067,6.725758,2.180314,5.428117,5.102777,5.40282,4.052622,5.487045,3.945854,2.503683,1.434062,7.556327,
52,3.205716,6.055476,3.501297,6.383091,8.118024,7.691003,8.317104,5.839569,5.291588,2.989429,2.483363,3.908645,7.997691,0.6583496,5.609617,3.919843,2.114884,4.950347,9.247928,6.977256,7.417053,7.113093,6.933794,7.349125,6.550779,4.27003,8.264585,7.85974,6.714187,4.853534,4.549919,8.572099,6.052871,2.363167,9.242943,1.765787,7.705383,2.104318,8.543675,6.921297,4.820786,2.102757,2.427205,5.790831,8.004827,7.240433,4.517858,5.161908,7.518291,2.053916,4.797844,0,8.041086,5.996836,8.823999,7.59941,8.900052,2.840966,3.119917,6.003616,7.97874,6.890191,5.040428,6.23137,4.189883,5.03944,3.206925,7.111755,3.365394,5.519669,6.626729,3.200618,3.23763,7.021,5.812776,4.214782,6.079498,5.281288,8.519394,7.931297,7.263689,3.724414,1.943777,5.269624,4.226641,7.813959,7.228499,5.960141,1.252907,3.585723,4.939946,10.20461,7.985489,6.555019,8.496803,10.28371,7.617582,2.499727,6.163302,8.346588,
53,5.131701,8.303555,7.664813,9.586935,0.3560075,2.181728,10.35123,9.684415,8.967384,6.406199,6.021257,4.132534,10.01055,7.974861,9.748941,4.217489,6.779708,3.287459,9.710924,11.06626,11.23551,10.09917,1.126872,1.715374,6.615265,3.771908,9.60541,10.76268,8.186984,4.124892,4.864827,9.145212,4.734057,8.813972,9.003161,8.534313,11.30151,7.250268,10.28632,12.21728,8.480016,6.240901,5.880768,11.39883,4.904621,9.50267,4.678648,3.214791,6.225124,6.253187,7.491045,8.041086,0,2.044617,7.364891,2.490831,7.563989,6.749471,5.703535,11.18142,8.126147,4.129945,10.21719,1.956989,10.33454,4.469715,4.898914,8.428758,7.982153,11.03735,9.667718,6.939126,6.729601,6.233031,10.53738,3.920433,3.881234,4.154603,11.03783,1.398361,12.24485,9.776033,6.78574,3.231313,4.596713,11.56799,0.9990112,11.22303,6.890175,5.770259,9.559732,10.58815,3.91853,2.093596,7.125703,10.01624,5.301434,8.096616,8.337566,0.4420717,
54,3.149932,6.990413,5.907044,8.189389,2.148118,2.543532,9.261775,8.169754,7.428363,4.557029,4.032924,2.088811,8.902747,5.943469,8.1851,2.207137,4.801444,1.404718,8.965785,9.587039,9.816617,8.78296,0.9616628,1.940934,5.624609,1.729552,8.627872,9.50562,7.042818,2.559825,3.289093,8.325966,3.74259,6.874002,8.393953,6.554991,9.929935,5.286467,9.260852,10.56749,6.898839,4.239846,3.885052,9.671136,4.720563,8.29964,3.066713,1.5164,5.601803,4.246737,5.977954,5.996836,2.044617,0,6.960664,2.684862,7.14296,4.8908,3.789629,9.514841,7.323864,3.573277,8.507855,0.7166985,8.492075,3.044133,2.86719,7.349894,6.193264,9.310787,8.309481,5.141844,4.935368,5.440427,8.917623,1.91809,2.926029,2.805136,9.880253,2.298945,10.65078,7.9234,4.809637,1.580882,2.857038,10.17759,1.344259,9.544138,4.85553,3.960738,7.901283,9.922888,3.95705,1.422403,6.66367,9.490529,4.87628,6.195536,7.044818,2.370823,
